"species"	"y"	"x"	"date"	"year"	"month"	"day"	"quarter"	"season"
"Rhincodon typus"	-8.10111	110.19417	16697	2015	9	19	"Q3"	"Fall"
"Rhincodon typus"	-16.27694	115.70583	16667	2015	8	20	"Q3"	"Summer"
"Rhincodon typus"	-22	113.9	17731	2018	7	19	"Q3"	"Summer"
"Rhincodon typus"	-23.80175	112.25024	17372	2017	7	25	"Q3"	"Summer"
"Rhincodon typus"	-23.59645	112.81317	17371	2017	7	24	"Q3"	"Summer"
"Rhincodon typus"	-13.63944	120.85333	16691	2015	9	13	"Q3"	"Fall"
"Rhincodon typus"	-11.5	120.5	17047	2016	9	3	"Q3"	"Fall"
"Rhincodon typus"	-16.16722	112.18917	16665	2015	8	18	"Q3"	"Summer"
"Rhincodon typus"	-17.91765	112.00892	17423	2017	9	14	"Q3"	"Fall"
"Rhincodon typus"	9.79692	118.95792	17371	2017	7	24	"Q3"	"Summer"
"Rhincodon typus"	-22	113.9	17432	2017	9	23	"Q3"	"Fall"
"Rhincodon typus"	-12.89778	122.15528	16692	2015	9	14	"Q3"	"Fall"
"Rhincodon typus"	-22	113.9	17429	2017	9	20	"Q3"	"Fall"
"Rhincodon typus"	-22	113.9	17430	2017	9	21	"Q3"	"Fall"
