"species"	"y"	"x"	"date"	"year"	"month"	"day"	"quarter"	"season"
"Rhincodon typus"	-3.21077	134.94755	16848	2016	2	17	"Q1"	"Winter"
"Rhincodon typus"	-22	113.9	17608	2018	3	18	"Q1"	"Spring"
"Rhincodon typus"	-25.6	112.9	17930	2019	2	3	"Q1"	"Winter"
"Rhincodon typus"	-25.6	112.9	17928	2019	2	1	"Q1"	"Winter"
"Rhincodon typus"	-26.38566	153.09017	18654	2021	1	27	"Q1"	"Winter"
"Rhincodon typus"	-25.6	112.9	17558	2018	1	27	"Q1"	"Winter"
"Rhincodon typus"	-30.64056	113.25778	17560	2018	1	29	"Q1"	"Winter"
"Rhincodon typus"	-4.53691	134.4517	17946	2019	2	19	"Q1"	"Winter"
"Rhincodon typus"	-9.32404	97.89756	17583	2018	2	21	"Q1"	"Winter"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19758	2024	2	5	"Q1"	"Winter"
"Rhincodon typus"	-26.1	113.1	17548	2018	1	17	"Q1"	"Winter"
"Rhincodon typus"	-21.81889	112.79861	16807	2016	1	7	"Q1"	"Winter"
"Rhincodon typus"	-27.5	153.5	17237	2017	3	12	"Q1"	"Spring"
"Rhincodon typus"	-7.63461	98.07962	17595	2018	3	5	"Q1"	"Spring"
"Rhincodon typus"	-29.30263	113.23044	17907	2019	1	11	"Q1"	"Winter"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19728	2024	1	6	"Q1"	"Winter"
"Rhincodon typus"	-22	113.9	17605	2018	3	15	"Q1"	"Spring"
"Rhincodon typus"	7.05203	98.87452	18300	2020	2	8	"Q1"	"Winter"
"Rhincodon typus"	-26.6648199445983	113.310249307479	17572	2018	2	10	"Q1"	"Winter"
"Rhincodon typus"	-22	113.9	17604	2018	3	14	"Q1"	"Spring"
"Rhincodon typus"	-32.20398	113.95335	17614	2018	3	24	"Q1"	"Spring"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19767	2024	2	14	"Q1"	"Winter"
"Rhincodon typus"	-25.6	112.9	17927	2019	1	31	"Q1"	"Winter"
"Rhincodon typus"	12.4885	123.903	16854	2016	2	23	"Q1"	"Winter"
"Rhincodon typus"	-23.174515235457	113.559556786704	17215	2017	2	18	"Q1"	"Winter"
"Rhincodon typus"	-25.6	112.9	17917	2019	1	21	"Q1"	"Winter"
"Rhincodon typus"	-25	113.1	17577	2018	2	15	"Q1"	"Winter"
"Rhincodon typus"	-25.6	112.9	17986	2019	3	31	"Q1"	"Spring"
"Rhincodon typus"	-22.6	113.61	16883	2016	3	23	"Q1"	"Spring"
"Rhincodon typus"	4.0434	112.44906	16477	2015	2	11	"Q1"	"Winter"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19755	2024	2	2	"Q1"	"Winter"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19739	2024	1	17	"Q1"	"Winter"
"Rhincodon typus"	-11.1752	111.15346	19802	2024	3	20	"Q1"	"Spring"
"Rhincodon typus"	9.08032	97.8182	16490	2015	2	24	"Q1"	"Winter"
"Rhincodon typus"	-25.6	112.9	17918	2019	1	22	"Q1"	"Winter"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19725	2024	1	3	"Q1"	"Winter"
"Rhincodon typus"	-31.70803	112.4519	17562	2018	1	31	"Q1"	"Winter"
"Rhincodon typus"	-21.3	114.9	17961	2019	3	6	"Q1"	"Spring"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19741	2024	1	19	"Q1"	"Winter"
"Rhincodon typus"	-31.4079	113.37002	17930	2019	2	3	"Q1"	"Winter"
"Rhincodon typus"	-23.174515235457	113.559556786704	17201	2017	2	4	"Q1"	"Winter"
"Rhincodon typus"	-3.66527	133.72289	19803	2024	3	21	"Q1"	"Spring"
"Rhincodon typus"	-36.22497	175.80097	19019	2022	1	27	"Q1"	"Winter"
"Rhincodon typus"	-35.47951	174.81567	19728	2024	1	6	"Q1"	"Winter"
"Rhincodon typus"	-32.67687	113.32735	17600	2018	3	10	"Q1"	"Spring"
"Rhincodon typus"	-12.30018	104.33928	19729	2024	1	7	"Q1"	"Winter"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19749	2024	1	27	"Q1"	"Winter"
"Rhincodon typus"	-22	113.9	17606	2018	3	16	"Q1"	"Spring"
"Rhincodon typus"	-30.5	114.5	17569	2018	2	7	"Q1"	"Winter"
"Rhincodon typus"	0.260387811634395	123.03324099723	18279	2020	1	18	"Q1"	"Winter"
"Rhincodon typus"	-13.49543	106.76743	19742	2024	1	20	"Q1"	"Winter"
"Rhincodon typus"	-25.6	112.9	17976	2019	3	21	"Q1"	"Spring"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19727	2024	1	5	"Q1"	"Winter"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19765	2024	2	12	"Q1"	"Winter"
"Rhincodon typus"	12.93149	123.40399	19810	2024	3	28	"Q1"	"Spring"
"Rhincodon typus"	-25.6	112.9	17553	2018	1	22	"Q1"	"Winter"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19769	2024	2	16	"Q1"	"Winter"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19739	2024	1	17	"Q1"	"Winter"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19757	2024	2	4	"Q1"	"Winter"
"Rhincodon typus"	-26.6648199445983	113.310249307479	17555	2018	1	24	"Q1"	"Winter"
"Rhincodon typus"	-26.1	113.1	17546	2018	1	15	"Q1"	"Winter"
"Rhincodon typus"	-23.174515235457	113.559556786704	17568	2018	2	6	"Q1"	"Winter"
"Rhincodon typus"	-25.6	112.9	17922	2019	1	26	"Q1"	"Winter"
"Rhincodon typus"	-23.174515235457	113.559556786704	16839	2016	2	8	"Q1"	"Winter"
"Rhincodon typus"	-24.4210526315789	113.310249307479	17573	2018	2	11	"Q1"	"Winter"
"Rhincodon typus"	-25.6	112.9	17975	2019	3	20	"Q1"	"Spring"
"Rhincodon typus"	-22	113.9	17974	2019	3	19	"Q1"	"Spring"
"Rhincodon typus"	-25.6	112.9	17915	2019	1	19	"Q1"	"Winter"
"Rhincodon typus"	-25.6	112.9	17919	2019	1	23	"Q1"	"Winter"
"Rhincodon typus"	-7.50835	96.83628	17599	2018	3	9	"Q1"	"Spring"
"Rhincodon typus"	-25.6	112.9	17946	2019	2	19	"Q1"	"Winter"
"Rhincodon typus"	-33.04766	111.69575	17939	2019	2	12	"Q1"	"Winter"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19766	2024	2	13	"Q1"	"Winter"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19726	2024	1	4	"Q1"	"Winter"
"Rhincodon typus"	0.260387811634395	123.03324099723	18279	2020	1	18	"Q1"	"Winter"
"Rhincodon typus"	-7.39649	96.22103	17601	2018	3	11	"Q1"	"Spring"
"Rhincodon typus"	-25.6	112.9	17568	2018	2	6	"Q1"	"Winter"
"Rhincodon typus"	-25.6	112.9	17965	2019	3	10	"Q1"	"Spring"
"Rhincodon typus"	-25.6	112.9	17555	2018	1	24	"Q1"	"Winter"
"Rhincodon typus"	-25	113.1	17576	2018	2	14	"Q1"	"Winter"
"Rhincodon typus"	-22	113.9	17598	2018	3	8	"Q1"	"Spring"
"Rhincodon typus"	-25.6	112.9	17929	2019	2	2	"Q1"	"Winter"
"Rhincodon typus"	9.56408	124.07848	19415	2023	2	27	"Q1"	"Winter"
"Rhincodon typus"	-12.9648	107.43807	19742	2024	1	20	"Q1"	"Winter"
"Rhincodon typus"	-25.6	112.9	17916	2019	1	20	"Q1"	"Winter"
"Rhincodon typus"	-25.6	112.9	17977	2019	3	22	"Q1"	"Spring"
"Rhincodon typus"	-30	153.5	18321	2020	2	29	"Q1"	"Winter"
"Rhincodon typus"	-23.88069	113.06147	17575	2018	2	13	"Q1"	"Winter"
"Rhincodon typus"	-28.6592797783933	114.556786703601	17583	2018	2	21	"Q1"	"Winter"
"Rhincodon typus"	-25	113.1	17583	2018	2	21	"Q1"	"Winter"
"Rhincodon typus"	-11.36723	108.36545	19750	2024	1	28	"Q1"	"Winter"
"Rhincodon typus"	-26.1	113.1	17938	2019	2	11	"Q1"	"Winter"
"Rhincodon typus"	-22.6	113.61	17191	2017	1	25	"Q1"	"Winter"
"Rhincodon typus"	-8.36541	124.95455	19831	2024	4	18	"Q2"	"Spring"
"Rhincodon typus"	-8.4653739612188	124.030470914127	19826	2024	4	13	"Q2"	"Spring"
"Rhincodon typus"	-8.71468144044318	123.282548476454	19843	2024	4	30	"Q2"	"Spring"
"Rhincodon typus"	-10.62366	110.42055	19827	2024	4	14	"Q2"	"Spring"
"Rhincodon typus"	-9.0981	123.87109	19839	2024	4	26	"Q2"	"Spring"
"Rhincodon typus"	-9.95088	117.72593	19829	2024	4	16	"Q2"	"Spring"
"Rhincodon typus"	-8.71468144044318	123.282548476454	19843	2024	4	30	"Q2"	"Spring"
"Rhincodon typus"	-11.13272	114.82685	19835	2024	4	22	"Q2"	"Spring"
"Rhincodon typus"	-8.71468144044318	123.282548476454	19843	2024	4	30	"Q2"	"Spring"
"Rhincodon typus"	-5.65871	106.65012	19847	2024	5	4	"Q2"	"Spring"
"Rhincodon typus"	-10.24052	111.67672	19848	2024	5	5	"Q2"	"Spring"
"Rhincodon typus"	-9.367	122.92938	19846	2024	5	3	"Q2"	"Spring"
"Rhincodon typus"	-9.0069	122.49667	19849	2024	5	6	"Q2"	"Spring"
"Rhincodon typus"	-9.52997	111.30502	19852	2024	5	9	"Q2"	"Spring"
"Rhincodon typus"	-9.93726	121.16129	19857	2024	5	14	"Q2"	"Spring"
"Rhincodon typus"	-9.37186	121.73647	19859	2024	5	16	"Q2"	"Spring"
"Rhincodon typus"	-9.5834	122.27455	19853	2024	5	10	"Q2"	"Spring"
"Rhincodon typus"	-10.56281	112.35738	19847	2024	5	4	"Q2"	"Spring"
"Rhincodon typus"	-8.96398891966755	118.047091412742	19896	2024	6	22	"Q2"	"Summer"
"Rhincodon typus"	9.53498	123.86754	19901	2024	6	27	"Q2"	"Summer"
"Rhincodon typus"	-6.26501	129.42708	19893	2024	6	19	"Q2"	"Summer"
"Rhincodon typus"	-6.46535	130.5576	19896	2024	6	22	"Q2"	"Summer"
"Rhincodon typus"	-4.25589	130.59413	19889	2024	6	15	"Q2"	"Summer"
"Rhincodon typus"	-9.9186	144.04939	19476	2023	4	29	"Q2"	"Spring"
"Rhincodon typus"	0.260387811634395	123.03324099723	19457	2023	4	10	"Q2"	"Spring"
"Rhincodon typus"	-8.21606648199442	118.296398891967	19495	2023	5	18	"Q2"	"Spring"
"Rhincodon typus"	4.50487	118.99053	19523	2023	6	15	"Q2"	"Summer"
"Rhincodon typus"	23.28429	119.76823	19537	2023	6	29	"Q2"	"Summer"
"Rhincodon typus"	-8.21606648199442	118.296398891967	19534	2023	6	26	"Q2"	"Summer"
"Rhincodon typus"	-19.2044	114.17348	19108	2022	4	26	"Q2"	"Spring"
"Rhincodon typus"	8.55599	97.77224	19099	2022	4	17	"Q2"	"Spring"
"Rhincodon typus"	-37.0095	149.93237	18723	2021	4	6	"Q2"	"Spring"
"Rhincodon typus"	-8.21606648199442	118.296398891967	18734	2021	4	17	"Q2"	"Spring"
"Rhincodon typus"	9.0126	123.25045	17989	2019	4	3	"Q2"	"Spring"
"Rhincodon typus"	-8.27824	116.13712	18014	2019	4	28	"Q2"	"Spring"
"Rhincodon typus"	11.40908	124.0584	17993	2019	4	7	"Q2"	"Spring"
"Rhincodon typus"	-22.2	113.8	18009	2019	4	23	"Q2"	"Spring"
"Rhincodon typus"	-23.32861	113.51387	17991	2019	4	5	"Q2"	"Spring"
"Rhincodon typus"	-25.63594	112.78855	17987	2019	4	1	"Q2"	"Spring"
"Rhincodon typus"	-22.6759002770083	113.559556786704	17997	2019	4	11	"Q2"	"Spring"
"Rhincodon typus"	-22.6759002770083	113.559556786704	18016	2019	4	30	"Q2"	"Spring"
"Rhincodon typus"	-22.6759002770083	113.559556786704	18015	2019	4	29	"Q2"	"Spring"
"Rhincodon typus"	-25.16221	113.02963	17989	2019	4	3	"Q2"	"Spring"
"Rhincodon typus"	-22.6759002770083	113.559556786704	17987	2019	4	1	"Q2"	"Spring"
"Rhincodon typus"	-22.6759002770083	113.559556786704	18000	2019	4	14	"Q2"	"Spring"
"Rhincodon typus"	-24.271	112.68183	17988	2019	4	2	"Q2"	"Spring"
"Rhincodon typus"	-24.07771	113.36365	17988	2019	4	2	"Q2"	"Spring"
"Rhincodon typus"	-25.9168975069252	113.310249307479	17989	2019	4	3	"Q2"	"Spring"
"Rhincodon typus"	-19.5	104.5	18012	2019	4	26	"Q2"	"Spring"
"Rhincodon typus"	9.55011	123.30727	18018	2019	5	2	"Q2"	"Spring"
"Rhincodon typus"	-22.6759002770083	113.559556786704	18022	2019	5	6	"Q2"	"Spring"
"Rhincodon typus"	-22.6759002770083	113.559556786704	18021	2019	5	5	"Q2"	"Spring"
"Rhincodon typus"	-22.6759002770083	113.559556786704	18017	2019	5	1	"Q2"	"Spring"
"Rhincodon typus"	-22.6759002770083	113.559556786704	18020	2019	5	4	"Q2"	"Spring"
"Rhincodon typus"	-21.5	109.5	18018	2019	5	2	"Q2"	"Spring"
"Rhincodon typus"	5.99445983379507	102.590027700831	18068	2019	6	21	"Q2"	"Summer"
"Rhincodon typus"	-22.6759002770083	113.559556786704	18062	2019	6	15	"Q2"	"Summer"
"Rhincodon typus"	9.33932	98.0983	17627	2018	4	6	"Q2"	"Spring"
"Rhincodon typus"	10.08294	99.87905	17638	2018	4	17	"Q2"	"Spring"
"Rhincodon typus"	2.00554016620504	118.047091412742	17642	2018	4	21	"Q2"	"Spring"
"Rhincodon typus"	-14.07145	136.25883	17642	2018	4	21	"Q2"	"Spring"
"Rhincodon typus"	7.59488	98.88302	17622	2018	4	1	"Q2"	"Spring"
"Rhincodon typus"	-7.96675900277005	117.797783933518	17651	2018	4	30	"Q2"	"Spring"
"Rhincodon typus"	-21.67451	114.07026	17633	2018	4	12	"Q2"	"Spring"
"Rhincodon typus"	-22.2	113.8	17646	2018	4	25	"Q2"	"Spring"
"Rhincodon typus"	-22.2	113.8	17645	2018	4	24	"Q2"	"Spring"
"Rhincodon typus"	-22.6759002770083	113.559556786704	17624	2018	4	3	"Q2"	"Spring"
"Rhincodon typus"	-22.6759002770083	113.559556786704	17630	2018	4	9	"Q2"	"Spring"
"Rhincodon typus"	-30.1644	113.87545	17628	2018	4	7	"Q2"	"Spring"
"Rhincodon typus"	-30.66833	113.793	17624	2018	4	3	"Q2"	"Spring"
"Rhincodon typus"	-21.9	114.6	17650	2018	4	29	"Q2"	"Spring"
"Rhincodon typus"	-22.2	113.8	17669	2018	5	18	"Q2"	"Spring"
"Rhincodon typus"	-22.2	113.8	17671	2018	5	20	"Q2"	"Spring"
"Rhincodon typus"	-22.2	113.8	17670	2018	5	19	"Q2"	"Spring"
"Rhincodon typus"	-22.2	113.8	17674	2018	5	23	"Q2"	"Spring"
"Rhincodon typus"	-22.2	113.8	17681	2018	5	30	"Q2"	"Spring"
"Rhincodon typus"	-22.2	113.8	17667	2018	5	16	"Q2"	"Spring"
"Rhincodon typus"	-22.2	113.8	17657	2018	5	6	"Q2"	"Spring"
"Rhincodon typus"	-22.2	113.8	17655	2018	5	4	"Q2"	"Spring"
"Rhincodon typus"	0.260387811634395	123.03324099723	17701	2018	6	19	"Q2"	"Summer"
"Rhincodon typus"	0.260387811634395	123.03324099723	17701	2018	6	19	"Q2"	"Summer"
"Rhincodon typus"	0.260387811634395	123.03324099723	17701	2018	6	19	"Q2"	"Summer"
"Rhincodon typus"	8.98269	119.93	17704	2018	6	22	"Q2"	"Summer"
"Rhincodon typus"	12.9750692520776	123.282548476454	17266	2017	4	10	"Q2"	"Spring"
"Rhincodon typus"	-3.2	134.9	17272	2017	4	16	"Q2"	"Spring"
"Rhincodon typus"	9.07441	120.55701	17314	2017	5	28	"Q2"	"Spring"
"Rhincodon typus"	4.81532	103.677	17321	2017	6	4	"Q2"	"Summer"
"Rhincodon typus"	-8.21606648199442	117.299168975069	17347	2017	6	30	"Q2"	"Summer"
"Rhincodon typus"	10.29986	123.9711	16912	2016	4	21	"Q2"	"Spring"
"Rhincodon typus"	14.4709141274239	120.789473684211	16893	2016	4	2	"Q2"	"Spring"
"Rhincodon typus"	-22.6759002770083	113.559556786704	16894	2016	4	3	"Q2"	"Spring"
"Rhincodon typus"	10.4831	99.4186	16927	2016	5	6	"Q2"	"Spring"
"Rhincodon typus"	2.64919	104.00334	16935	2016	5	14	"Q2"	"Spring"
"Rhincodon typus"	12.9750692520776	123.282548476454	16924	2016	5	3	"Q2"	"Spring"
"Rhincodon typus"	12.9750692520776	123.282548476454	16923	2016	5	2	"Q2"	"Spring"
"Rhincodon typus"	12.9750692520776	123.282548476454	16924	2016	5	3	"Q2"	"Spring"
"Rhincodon typus"	12.9750692520776	123.282548476454	16924	2016	5	3	"Q2"	"Spring"
"Rhincodon typus"	-3.22991689750688	135.498614958449	16944	2016	5	23	"Q2"	"Spring"
"Rhincodon typus"	-19.89556	118.09528	16951	2016	5	30	"Q2"	"Spring"
"Rhincodon typus"	-22.38926	166.1845	16962	2016	6	10	"Q2"	"Summer"
"Rhincodon typus"	-20.5	112.5	16961	2016	6	9	"Q2"	"Summer"
"Rhincodon typus"	-20.1125	117.15167	16957	2016	6	5	"Q2"	"Summer"
"Rhincodon typus"	-20.34972	115.33028	16963	2016	6	11	"Q2"	"Summer"
"Rhincodon typus"	-19.61083	115.64167	16982	2016	6	30	"Q2"	"Summer"
"Rhincodon typus"	-20.30306	115.88583	16977	2016	6	25	"Q2"	"Summer"
"Rhincodon typus"	-13.7634	129.7652	16553	2015	4	28	"Q2"	"Spring"
"Rhincodon typus"	-21.4293628808864	115.304709141274	16969	2016	6	17	"Q2"	"Summer"
"Rhincodon typus"	-22.4265927977839	114.307479224377	17324	2017	6	7	"Q2"	"Summer"
"Rhincodon typus"	-20.5	114.5	16959	2016	6	7	"Q2"	"Summer"
"Rhincodon typus"	-36.2506	150.22701	16532	2015	4	NA	"Q2"	"Spring"
"Rhincodon typus"	-21.5	113.5	16953	2016	6	1	"Q2"	"Summer"
"Rhincodon typus"	-22.5	112.5	16616	2015	6	30	"Q2"	"Summer"
"Rhincodon typus"	-19.5	112.5	17708	2018	6	26	"Q2"	"Summer"
"Rhincodon typus"	-15.87	100.993	16530	2015	4	NA	"Q2"	"Spring"
"Rhincodon typus"	-36.1385041551247	175.637119113574	18775	2021	5	28	"Q2"	"Spring"
"Rhincodon typus"	-22	113.9	17433	2017	9	24	"Q3"	"Fall"
"Rhincodon typus"	1.6215	118.54401	19596	2023	8	27	"Q3"	"Summer"
"Rhincodon typus"	-12.21577	130.86674	17014	2016	8	1	"Q3"	"Summer"
"Rhincodon typus"	-12.5	123.5	17021	2016	8	8	"Q3"	"Summer"
"Rhincodon typus"	-22.6	113.6	17405	2017	8	27	"Q3"	"Summer"
"Rhincodon typus"	-14.69972	117.23667	16681	2015	9	3	"Q3"	"Fall"
"Rhincodon typus"	-22	113.9	16638	2015	7	22	"Q3"	"Summer"
"Rhincodon typus"	-14.69028	113.71944	16651	2015	8	4	"Q3"	"Summer"
"Rhincodon typus"	-10.5	104.5	16644	2015	7	28	"Q3"	"Summer"
"Rhincodon typus"	-22	113.9	17422	2017	9	13	"Q3"	"Fall"
"Rhincodon typus"	-14.5	99.5	17799	2018	9	25	"Q3"	"Fall"
"Rhincodon typus"	-13.5	99.5	17802	2018	9	28	"Q3"	"Fall"
"Rhincodon typus"	-12.97056	114.46028	16672	2015	8	25	"Q3"	"Summer"
"Rhincodon typus"	-11.5	122.5	17043	2016	8	30	"Q3"	"Summer"
"Rhincodon typus"	-14.5	122.5	17008	2016	7	26	"Q3"	"Summer"
"Rhincodon typus"	-23.174515235457	113.559556786704	17435	2017	9	26	"Q3"	"Fall"
"Rhincodon typus"	-22	113.9	17716	2018	7	4	"Q3"	"Summer"
"Rhincodon typus"	-8.21606648199442	118.296398891967	19937	2024	8	2	"Q3"	"Summer"
"Rhincodon typus"	-12.76278	113.84833	16683	2015	9	5	"Q3"	"Fall"
"Rhincodon typus"	-10.72167	112.75444	16672	2015	8	25	"Q3"	"Summer"
"Rhincodon typus"	-22	113.9	17053	2016	9	9	"Q3"	"Fall"
"Rhincodon typus"	-20.15425	113.87854	17776	2018	9	2	"Q3"	"Fall"
"Rhincodon typus"	-25.7	113	17788	2018	9	14	"Q3"	"Fall"
"Rhincodon typus"	-18.59906	115.71964	17752	2018	8	9	"Q3"	"Summer"
"Rhincodon typus"	-15.5	123.5	17415	2017	9	6	"Q3"	"Fall"
"Rhincodon typus"	-11.5	114.5	17722	2018	7	10	"Q3"	"Summer"
"Rhincodon typus"	-22	113.9	17356	2017	7	9	"Q3"	"Summer"
"Rhincodon typus"	-16.22778	115.17917	16666	2015	8	19	"Q3"	"Summer"
"Rhincodon typus"	-22	113.9	17737	2018	7	25	"Q3"	"Summer"
"Rhincodon typus"	-17.97475	108.21965	17409	2017	8	31	"Q3"	"Summer"
"Rhincodon typus"	-13.5	109.5	16635	2015	7	19	"Q3"	"Summer"
"Rhincodon typus"	-16.77035	115.06826	17416	2017	9	7	"Q3"	"Fall"
"Rhincodon typus"	-20.5	112.5	16621	2015	7	5	"Q3"	"Summer"
"Rhincodon typus"	-15.5	113.5	17749	2018	8	6	"Q3"	"Summer"
"Rhincodon typus"	-11.5	107.5	17756	2018	8	13	"Q3"	"Summer"
"Rhincodon typus"	-7.5	103.5	17799	2018	9	25	"Q3"	"Fall"
"Rhincodon typus"	-8.5	130.5	17757	2018	8	14	"Q3"	"Summer"
"Rhincodon typus"	-23.174515235457	113.559556786704	17416	2017	9	7	"Q3"	"Fall"
"Rhincodon typus"	-22	113.9	17074	2016	9	30	"Q3"	"Fall"
"Rhincodon typus"	-12.5	122.5	17054	2016	9	10	"Q3"	"Fall"
"Rhincodon typus"	-13.45028	113.79444	16686	2015	9	8	"Q3"	"Fall"
"Rhincodon typus"	-22	113.9	17764	2018	8	21	"Q3"	"Summer"
"Rhincodon typus"	-11.5	123.5	17023	2016	8	10	"Q3"	"Summer"
"Rhincodon typus"	-18.5	111.5	16625	2015	7	9	"Q3"	"Summer"
"Rhincodon typus"	-8.96398891966755	117.797783933518	19603	2023	9	3	"Q3"	"Fall"
"Rhincodon typus"	-22.6	113.6	17403	2017	8	25	"Q3"	"Summer"
"Rhincodon typus"	-12.5	100.5	17779	2018	9	5	"Q3"	"Fall"
"Rhincodon typus"	-15.17361	115.76861	16654	2015	8	7	"Q3"	"Summer"
"Rhincodon typus"	9.93165	123.375	16676	2015	8	29	"Q3"	"Summer"
"Rhincodon typus"	-13.5	123.5	17802	2018	9	28	"Q3"	"Fall"
"Rhincodon typus"	-14.18648	118.84926	17755	2018	8	12	"Q3"	"Summer"
"Rhincodon typus"	-16.40584	113.99248	17421	2017	9	12	"Q3"	"Fall"
"Rhincodon typus"	-20.41694	114.47722	16658	2015	8	11	"Q3"	"Summer"
"Rhincodon typus"	-22	113.9	17056	2016	9	12	"Q3"	"Fall"
"Rhincodon typus"	-11.5	110.5	17739	2018	7	27	"Q3"	"Summer"
"Rhincodon typus"	-6.37551	124.19597	19914	2024	7	10	"Q3"	"Summer"
"Rhincodon typus"	-8.21606648199442	118.296398891967	19579	2023	8	10	"Q3"	"Summer"
"Rhincodon typus"	-12.37722	121.28444	16689	2015	9	11	"Q3"	"Fall"
"Rhincodon typus"	-15.91	120.39111	16663	2015	8	16	"Q3"	"Summer"
"Rhincodon typus"	-13.5	100.5	17776	2018	9	2	"Q3"	"Fall"
"Rhincodon typus"	-21.52396	113.55298	17738	2018	7	26	"Q3"	"Summer"
"Rhincodon typus"	-19.5	111.5	16622	2015	7	6	"Q3"	"Summer"
"Rhincodon typus"	-10.5	110.5	17740	2018	7	28	"Q3"	"Summer"
"Rhincodon typus"	-17.68584	112.49366	17430	2017	9	21	"Q3"	"Fall"
"Rhincodon typus"	-21.43995	110.83828	17378	2017	7	31	"Q3"	"Summer"
"Rhincodon typus"	-9.5	109.5	17741	2018	7	29	"Q3"	"Summer"
"Rhincodon typus"	-23.174515235457	113.559556786704	17416	2017	9	7	"Q3"	"Fall"
"Rhincodon typus"	10.5065	99.4247	16691	2015	9	13	"Q3"	"Fall"
"Rhincodon typus"	-22.6	113.6	17402	2017	8	24	"Q3"	"Summer"
"Rhincodon typus"	-21.61344	114.29752	17369	2017	7	22	"Q3"	"Summer"
"Rhincodon typus"	-22	113.9	17426	2017	9	17	"Q3"	"Fall"
"Rhincodon typus"	-6.5	133.5	17763	2018	8	20	"Q3"	"Summer"
"Rhincodon typus"	-22	113.9	16635	2015	7	19	"Q3"	"Summer"
"Rhincodon typus"	-11.5	137.5	17436	2017	9	27	"Q3"	"Fall"
"Rhincodon typus"	-11.5	105.5	16641	2015	7	25	"Q3"	"Summer"
"Rhincodon typus"	-14.16333	113.59194	16689	2015	9	11	"Q3"	"Fall"
"Rhincodon typus"	-22	113.9	17022	2016	8	9	"Q3"	"Summer"
"Rhincodon typus"	-14.5	101.5	17773	2018	8	30	"Q3"	"Summer"
"Rhincodon typus"	-19.19491	115.47658	17412	2017	9	3	"Q3"	"Fall"
"Rhincodon typus"	-19.52302	109.50265	17407	2017	8	29	"Q3"	"Summer"
"Rhincodon typus"	-22.02363	113.3458	17788	2018	9	14	"Q3"	"Fall"
"Rhincodon typus"	-14.5	120.5	17792	2018	9	18	"Q3"	"Fall"
"Rhincodon typus"	-22.6	113.6	17431	2017	9	22	"Q3"	"Fall"
"Rhincodon typus"	-14.5	116.5	17381	2017	8	3	"Q3"	"Summer"
"Rhincodon typus"	-18.99807	117.75014	17745	2018	8	2	"Q3"	"Summer"
