"species"	"y"	"x"	"date"	"year"	"month"	"day"	"quarter"	"season"
"Rhincodon typus"	5.77772	103.10516	18554	2020	10	19	"Q4"	"Fall"
"Rhincodon typus"	-25.5	113	17475	2017	11	5	"Q4"	"Fall"
"Rhincodon typus"	-16.32326	105.06135	17449	2017	10	10	"Q4"	"Fall"
"Rhincodon typus"	-26.1	113.2	17819	2018	10	15	"Q4"	"Fall"
"Rhincodon typus"	-12.5	116.5	17833	2018	10	29	"Q4"	"Fall"
"Rhincodon typus"	-21.89	113.92	17474	2017	11	4	"Q4"	"Fall"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19711	2023	12	20	"Q4"	"Winter"
"Rhincodon typus"	-11.6325	117.77694	16709	2015	10	1	"Q4"	"Fall"
"Rhincodon typus"	-22.6	113.62	17452	2017	10	13	"Q4"	"Fall"
"Rhincodon typus"	-26.39337	112.16833	17841	2018	11	6	"Q4"	"Fall"
"Rhincodon typus"	10.4819944598339	124.030470914127	17483	2017	11	13	"Q4"	"Fall"
"Rhincodon typus"	-20.15778	115.21194	17080	2016	10	6	"Q4"	"Fall"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19670	2023	11	9	"Q4"	"Fall"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19706	2023	12	15	"Q4"	"Winter"
"Rhincodon typus"	-10.4598337950138	105.831024930748	19706	2023	12	15	"Q4"	"Winter"
"Rhincodon typus"	-20.30593	97.05628	17517	2017	12	17	"Q4"	"Winter"
"Rhincodon typus"	-11.31844	130.72068	16734	2015	10	26	"Q4"	"Fall"
"Rhincodon typus"	-11.32222	109.51222	16718	2015	10	10	"Q4"	"Fall"
